CLIENT_ID,TOTAL_TRANSACCIONES,DIAS_CON_ACTIVIDAD,GASTO_PROMEDIO_DIARIO,GASTO_VARIABILIDAD,DIAS_DESDE_ULTIMA_ACTIVIDAD,SEGMENTO_ACTIVIDAD
ES182287160B,26,26,0.0,0.0,0,ACTIVO
ES182130693Q,10,10,16.2,51.22889809472775,0,ACTIVO
ES182146188M,37,37,325.3135135135135,860.2036019203574,0,ACTIVO
ES182343439U,80,80,29.497500000000002,181.92155213968297,31,MODERADO
ES182423297H,20,20,379.7105,657.9753469183845,0,ACTIVO
ES182274793C,40,40,0.0,0.0,62,MODERADO
ES182110156Z,7,7,0.0,0.0,31,MODERADO
ES182114093I,14,14,420.42857142857144,1306.717361840832,31,MODERADO
ES182377996J,82,82,23.067195121951215,138.32022114808552,0,ACTIVO
ES182279974J,16,16,0.0,0.0,31,MODERADO
ES182121656U,84,84,24.75,158.44826414208063,0,ACTIVO
ES182235558U,94,94,5.755851063829787,55.695688070963,62,MODERADO
ES182260495G,83,83,55.36626506024096,259.61652361874064,62,MODERADO
ES182284684E,83,83,133.4232530120482,268.92015693350794,0,ACTIVO
ES182250927B,10,10,180.179,129.89122957733179,0,ACTIVO
ES182286212Y,21,21,575.2285714285715,1829.1543469983217,31,MODERADO
ES182222531E,27,27,434.0,749.6657716814669,0,ACTIVO
ES182224988A,72,72,22.488055555555558,190.1731841305789,0,ACTIVO
ES182253540T,75,75,16.884,125.36377557742519,0,ACTIVO
ES182437704M,40,40,188.06725,583.4272228557446,0,ACTIVO
ES182213174K,9,9,0.0,0.0,31,MODERADO
ES182450614N,30,30,269.34166666666664,977.0103213554388,0,ACTIVO
ES182367922I,16,16,166.16125,396.61275933207196,31,MODERADO
ES182326029J,90,90,12.356444444444444,85.60566160935578,0,ACTIVO
ES182321790U,78,78,27.32128205128205,185.765043342942,0,ACTIVO
ES182347410L,24,24,247.65375000000003,608.1632750290187,0,ACTIVO
ES182110143Q,7,7,320.27714285714285,814.5246280236976,0,ACTIVO
ES182209800C,44,44,0.0,0.0,31,MODERADO
ES182349150M,86,86,0.0,0.0,31,MODERADO
ES182401452L,30,30,346.653,542.040150670562,0,ACTIVO
ES182210165L,26,26,108.41538461538462,520.7390499605788,0,ACTIVO
ES182117275X,93,93,58.82215053763441,177.32263293738524,31,MODERADO
ES182204396P,83,83,24.67530120481928,88.91589757903937,0,ACTIVO
ES182137374N,92,92,28.17391304347826,119.40756770021015,0,ACTIVO
ES182447821F,10,10,0.0,0.0,93,POCO_ACTIVO
ES182387504G,31,31,174.40258064516127,442.41866277669425,31,MODERADO
ES182453274Z,39,39,258.1892307692308,633.737484865048,0,ACTIVO
ES182375402V,10,10,275.4,701.9769226976056,31,MODERADO
ES182189406V,75,75,35.704800000000006,202.96476101650376,0,ACTIVO
ES182402936Y,32,32,0.0,0.0,62,MODERADO
ES182329004F,8,8,235.52249999999998,272.44574247518926,0,ACTIVO
ES182413068Q,27,27,311.0,608.7964798240491,31,MODERADO
ES182103037D,5,5,0.0,0.0,31,MODERADO
ES182289153L,16,16,0.0,0.0,62,MODERADO
ES182360649A,68,68,54.32794117647059,269.93792436525723,31,MODERADO
ES182106131G,44,44,229.38159090909093,370.9776165562853,0,ACTIVO
ES182222546Y,14,14,19.285714285714285,72.16053531635458,31,MODERADO
ES182250015O,96,96,22.5,220.45407685048602,0,ACTIVO
ES182149102E,11,11,0.0,0.0,0,ACTIVO
ES182176094C,26,26,355.15384615384613,687.167443484203,0,ACTIVO
ES182344028O,4,4,270.0,540.0,31,MODERADO
ES182209895E,12,12,1212.0991666666666,1351.2347540302692,0,ACTIVO
ES182164647W,23,23,236.03826086956525,402.6513903394504,31,MODERADO
ES182381365I,12,12,567.2349999999999,1080.6671216976029,0,ACTIVO
ES182236319A,72,72,59.86152777777777,178.8132911030324,0,ACTIVO
ES182413581Q,94,94,0.0,0.0,62,MODERADO
ES182278162T,96,96,78.58125,248.81962196803488,0,ACTIVO
ES182282845F,20,20,0.0,0.0,62,MODERADO
ES182196117T,34,34,136.54117647058823,392.3225019289438,62,MODERADO
ES182336630Z,95,95,15.40421052631579,138.49960973582736,0,ACTIVO
ES182344453W,10,10,0.0,0.0,31,MODERADO
ES182384536V,91,91,76.25274725274726,313.09532923187015,31,MODERADO
ES182440365J,9,9,0.0,0.0,0,ACTIVO
ES182427720R,12,12,0.0,0.0,31,MODERADO
ES182278594T,24,24,0.0,0.0,0,ACTIVO
ES182326126U,13,13,654.836923076923,1143.8677848086627,0,ACTIVO
ES182290184V,4,4,0.0,0.0,0,ACTIVO
ES182149173U,21,21,437.2966666666666,753.1058870194372,31,MODERADO
ES182203390B,12,12,6.75,23.382685902179844,31,MODERADO
ES182454597C,36,36,262.5,472.02527172054795,0,ACTIVO
ES182206763A,8,8,0.0,0.0,31,MODERADO
ES182433486L,15,15,204.50866666666667,668.391287697202,31,MODERADO
ES182320728U,46,46,58.69565217391305,398.0932816182223,31,MODERADO
ES182455893O,77,77,12.974025974025974,90.9950799748585,0,ACTIVO
ES182253664J,14,14,220.9207142857143,221.51337863622408,31,MODERADO
ES182178975T,9,9,0.0,0.0,31,MODERADO
ES182401329U,7,7,0.0,0.0,0,ACTIVO
ES182143236D,17,17,0.0,0.0,31,MODERADO
ES182381109V,48,48,0.0,0.0,31,MODERADO
ES182177786E,3,3,72.0,124.70765814495917,0,ACTIVO
ES182272467Q,37,37,167.99918918918917,496.222880016734,31,MODERADO
ES182372370Y,11,11,0.0,0.0,0,ACTIVO
ES182215466I,9,9,174.30888888888887,230.16582138995162,0,ACTIVO
ES182446238Z,18,18,181.20000000000002,365.85323962099403,0,ACTIVO
ES182383611O,8,8,0.0,0.0,62,MODERADO
ES182208625A,46,46,148.09978260869565,520.7814475979093,31,MODERADO
ES182265332D,18,18,320.50944444444445,677.7663356286131,0,ACTIVO
ES182314027M,9,9,242.39999999999998,268.10938066393726,0,ACTIVO
ES182319827E,11,11,120.3781818181818,192.06202575304582,0,ACTIVO
ES182336278N,8,8,293.2525,449.6948544052638,0,ACTIVO
ES182430453Q,8,8,71.7875,203.0457122177171,31,MODERADO
ES182438075T,20,20,0.0,0.0,0,ACTIVO
ES182180785B,35,35,489.7305714285714,975.7230991874176,31,MODERADO
ES182230007B,25,25,223.56,485.344558020382,31,MODERADO
ES182184824D,11,11,214.5272727272727,645.6877838257576,0,ACTIVO
ES182223999D,17,17,349.4117647058824,1440.661612715818,0,ACTIVO
ES182262018R,5,5,0.0,0.0,93,POCO_ACTIVO
ES182169765S,14,14,53.20571428571429,141.5265193803341,0,ACTIVO
ES182331509S,19,19,514.7536842105263,813.3867930122689,0,ACTIVO
ES182388345C,5,5,0.0,0.0,31,MODERADO
ES182122672K,10,10,0.0,0.0,0,ACTIVO
ES182180716S,19,19,0.0,0.0,93,POCO_ACTIVO
ES182301434W,25,25,1219.1532,927.1175713500418,0,ACTIVO
ES182234680P,12,12,0.0,0.0,62,MODERADO
ES182167297L,24,24,134.6525,403.09677559839906,0,ACTIVO
ES182230676K,11,11,0.0,0.0,31,MODERADO
ES182160540C,15,15,0.0,0.0,31,MODERADO
ES182140494K,7,7,270.0,467.6537180435969,31,MODERADO
ES182372251X,8,8,0.0,0.0,0,ACTIVO
ES182156451J,90,90,21.0,90.39352169290089,0,ACTIVO
ES182413980X,96,96,6.1875,24.301315753852116,0,ACTIVO
ES182263914W,8,8,0.0,0.0,62,MODERADO
ES182228385I,22,22,0.0,0.0,31,MODERADO
ES182290774M,83,83,13.012048192771084,118.54540078886558,0,ACTIVO
ES182281496Q,80,80,20.25,148.9111110271553,31,MODERADO
ES182331211G,18,18,281.0,412.20450943676,0,ACTIVO
ES182325905V,21,21,117.24380952380952,302.1972341117005,0,ACTIVO
ES182203925N,68,68,7.9411764705882355,65.4846187598099,31,MODERADO
ES182309698D,36,36,173.1208333333333,438.03992524736174,62,MODERADO
ES182318564E,78,78,85.66897435897435,195.93902045431565,0,ACTIVO
ES182401687K,3,3,0.0,0.0,31,MODERADO
ES182268955O,42,42,77.14285714285714,349.1752353013243,31,MODERADO
ES182347477F,35,35,33.78971428571428,182.86652910678603,62,MODERADO
ES182147448T,39,39,356.19153846153847,668.0973798408451,0,ACTIVO
ES182372480N,94,94,8.036808510638298,77.9197494698668,0,ACTIVO
ES182296419A,96,96,31.359375,103.51390710342156,0,ACTIVO
ES182440517X,12,12,220.6825,669.7566527020366,31,MODERADO
ES182441350S,28,28,106.07142857142857,258.1320260199088,31,MODERADO
ES182152930S,30,30,0.0,0.0,0,ACTIVO
ES182432071W,37,37,58.411891891891884,355.09620841742657,31,MODERADO
ES182424371G,96,96,12.358125000000001,104.9605681578864,0,ACTIVO
ES182308586Y,95,95,66.73210526315789,207.6356704529761,31,MODERADO
ES182255382C,27,27,521.5748148148148,894.666259362289,31,MODERADO
ES182189868N,25,25,0.0,0.0,0,ACTIVO
ES182273688I,96,96,7.3125,57.37325848750168,0,ACTIVO
ES182150958W,79,79,28.0446835443038,243.01919685614075,0,ACTIVO
ES182292468V,9,9,0.0,0.0,0,ACTIVO
ES182434449Y,81,81,19.991975308641972,179.92777777777778,0,ACTIVO
ES182196379S,95,95,25.68126315789474,107.5983812585082,31,MODERADO
ES182384443A,96,96,0.0,0.0,0,ACTIVO
ES182224585N,95,95,0.0,0.0,31,MODERADO
ES182382116N,95,95,72.3401052631579,278.6703701221774,31,MODERADO
ES182223875Z,84,84,39.857142857142854,253.4376253604916,0,ACTIVO
ES182142615A,95,95,15.052947368421052,116.05118893368879,0,ACTIVO
ES182228776A,78,78,23.884615384615383,95.6546739232153,31,MODERADO
ES182108996M,21,21,462.85714285714283,971.2979607573717,0,ACTIVO
ES182101776E,95,95,0.0,0.0,31,MODERADO
ES182110083T,96,96,1.125,5.806294225371201,0,ACTIVO
ES182194239A,94,94,29.470212765957445,169.331517323545,62,MODERADO
ES182213526Y,78,78,0.0,0.0,0,ACTIVO
ES182386634P,27,27,63.45814814814815,311.59581003449665,31,MODERADO
ES182332972F,8,8,507.83000000000004,955.4201371274166,0,ACTIVO
ES182321294N,22,22,0.0,0.0,31,MODERADO
ES182323437M,94,94,22.97872340425532,222.78698919189938,0,ACTIVO
ES182127631U,18,18,0.0,0.0,31,MODERADO
ES182204558G,39,39,585.3184615384616,651.6129535138514,31,MODERADO
ES182153893X,96,96,2.3625,8.021461344746552,0,ACTIVO
ES182280853B,20,20,0.0,0.0,0,ACTIVO
ES182355395I,96,96,21.712500000000002,86.22211128060025,0,ACTIVO
ES182174498A,65,65,58.98461538461538,234.73955063988552,0,ACTIVO
ES182118959Y,96,96,99.0,374.50565310890335,0,ACTIVO
ES182345609I,96,96,21.2625,165.65874959020266,0,ACTIVO
ES182318645T,88,88,17.488636363636363,144.7374947901169,0,ACTIVO
ES182442877V,96,96,22.5,150.03157562396834,0,ACTIVO
ES182331700F,94,94,77.06085106382979,171.6222579472832,0,ACTIVO
ES182242658Q,46,30,199.01804347826086,394.8539321860093,0,ACTIVO
ES182214092Q,80,80,0.0,0.0,62,MODERADO
ES182358562S,43,43,654.4216279069767,798.3578241822403,0,ACTIVO
ES182346824Y,17,17,127.18705882352943,220.53393043261806,0,ACTIVO
ES182204833O,23,23,52.82608695652174,148.0123650159961,0,ACTIVO
ES182354382C,27,27,203.75407407407408,277.6094007948697,0,ACTIVO
ES182317308X,12,12,430.9241666666667,461.6617767559106,0,ACTIVO
ES182454553Y,89,89,15.168539325842696,143.09971380085858,0,ACTIVO
ES182172027P,96,96,91.17,308.9433280001196,0,ACTIVO
ES182428373W,17,17,0.0,0.0,0,ACTIVO
ES182363132U,88,88,19.97715909090909,121.26131790712198,62,MODERADO
ES182425803R,28,28,138.29571428571427,442.62115687604194,31,MODERADO
ES182269370U,34,34,0.0,0.0,93,POCO_ACTIVO
ES182427252I,96,96,87.80802083333333,280.90150905374867,0,ACTIVO
ES182126489W,96,96,9.5625,66.9411072668003,0,ACTIVO
ES182341491Q,94,94,0.0,0.0,62,MODERADO
ES182160466W,96,96,27.0,156.70287002376253,0,ACTIVO
ES182283231H,12,12,468.2383333333334,762.0094518243833,0,ACTIVO
ES182243325D,28,28,0.0,0.0,0,ACTIVO
ES182246769N,33,33,169.29151515151514,726.7952614909907,31,MODERADO
ES182314695F,72,72,34.77666666666667,255.46307511907818,31,MODERADO
ES182234820P,39,39,0.0,0.0,31,MODERADO
ES182172571D,95,95,1.9894736842105263,13.779799227177492,31,MODERADO
ES182141745F,81,81,4.541975308641975,40.87777777777777,0,ACTIVO
ES182421900D,35,35,13.885714285714286,60.50560082415872,0,ACTIVO
ES182316712G,25,25,831.4604,842.1623407014034,31,MODERADO
ES182169281J,78,78,95.25461538461538,172.11695128975157,0,ACTIVO
ES182426728E,2,2,823.5,1164.6048686142437,0,ACTIVO
ES182375142N,93,93,24.387096774193548,125.4508419451242,93,POCO_ACTIVO
ES182242775U,9,9,939.0,1193.1875376486296,0,ACTIVO
ES182215880F,13,13,149.70384615384614,201.4535294858536,0,ACTIVO
ES182413276X,96,96,91.51645833333333,290.6632888375325,0,ACTIVO
ES182101168W,22,22,25.782727272727275,114.99822976616053,62,MODERADO
ES182136932Z,90,90,66.20944444444444,169.65245700284925,0,ACTIVO
ES182295989U,6,6,0.0,0.0,0,ACTIVO
ES182299926A,12,12,425.3308333333334,733.7768947086937,0,ACTIVO
ES182244186S,39,39,143.08435897435896,526.3171791589818,31,MODERADO
ES182392971W,11,11,0.0,0.0,0,ACTIVO
ES182134909V,32,32,149.7609375,494.4412680367633,0,ACTIVO
ES182284186U,17,17,381.6823529411765,509.36632903698853,0,ACTIVO
ES182163245A,11,11,81.06363636363636,197.3947026276403,0,ACTIVO
ES182297894A,32,32,226.125,881.7207424927325,0,ACTIVO
ES182368280L,14,14,319.37142857142857,741.4607572255558,31,MODERADO
ES182438988T,17,17,196.79176470588234,229.6736329619514,0,ACTIVO
ES182282035N,9,9,319.94888888888886,465.90817605093724,0,ACTIVO
ES182163811K,8,8,1055.7,1356.7163215436221,31,MODERADO
ES182235392Z,96,96,0.0,0.0,0,ACTIVO
ES182417728V,96,96,67.80885416666666,164.68950624461263,0,ACTIVO
ES182229781D,84,84,58.97380952380953,237.75289786993898,0,ACTIVO
ES182201317F,21,21,131.29285714285714,377.39447673678075,0,ACTIVO
ES182349832L,27,27,0.0,0.0,0,ACTIVO
ES182209485B,12,12,180.1975,145.30882367783576,0,ACTIVO
ES182247387S,95,95,0.0,0.0,31,MODERADO
ES182347475G,10,10,226.08199999999997,261.2497728568922,0,ACTIVO
ES182342060O,77,77,18.233766233766232,58.50863546338044,0,ACTIVO
ES182134797N,73,73,41.794520547945204,186.46737567676772,31,MODERADO
ES182177937P,22,22,70.28909090909092,144.8980959455921,31,MODERADO
ES182352194O,31,31,64.85161290322581,212.73985541182725,0,ACTIVO
ES182383320D,82,82,74.01951219512196,242.3799315527426,0,ACTIVO
ES182367835U,26,26,266.84076923076924,564.00883576003,0,ACTIVO
ES182288296T,25,25,39.548,197.41316595320248,31,MODERADO
ES182234654Q,74,74,21.89189189189189,188.32117476498723,0,ACTIVO
ES182110437H,28,28,27.68357142857143,142.60662890972046,0,ACTIVO
ES182195719U,7,7,0.0,0.0,0,ACTIVO
ES182369991L,17,17,129.0105882352941,531.9242821171847,0,ACTIVO
ES182162581M,24,24,90.30166666666668,237.73730684658364,31,MODERADO
ES182419188N,22,22,0.0,0.0,0,ACTIVO
ES182298095A,88,88,13.5,90.89554444525871,31,MODERADO
ES182197183P,39,39,400.3623076923077,676.0792249178991,31,MODERADO
ES182147190A,92,92,58.75434782608695,250.8158557535233,31,MODERADO
ES182204174J,10,10,0.0,0.0,0,ACTIVO
ES182364558U,12,12,375.6741666666667,847.91549165595,0,ACTIVO
ES182134378I,80,80,14.729875000000002,81.93089449124838,0,ACTIVO
ES182384389A,17,17,319.63,904.3330849581918,0,ACTIVO
ES182395682L,71,71,32.70422535211268,123.72243062207517,31,MODERADO
ES182126268B,12,12,0.0,0.0,31,MODERADO
ES182420314O,79,79,51.949367088607595,271.16651610167963,0,ACTIVO
ES182330072Y,85,85,18.945411764705884,148.79589713327942,0,ACTIVO
ES182194139P,6,6,391.7316666666666,786.9284182037567,0,ACTIVO
ES182308952K,26,26,0.0,0.0,0,ACTIVO
ES182172797K,15,15,0.324,1.2548466041712032,0,ACTIVO
ES182271791P,6,6,0.0,0.0,0,ACTIVO
ES182171849M,83,83,0.0,0.0,31,MODERADO
ES182204389X,32,32,343.726875,740.3119516948092,0,ACTIVO
ES182188706D,24,24,539.38125,919.8950563979166,0,ACTIVO
ES182132685E,18,18,0.0,0.0,31,MODERADO
ES182445584J,25,25,217.0728,1079.789800144454,31,MODERADO
ES182276542M,22,22,485.31045454545455,468.0547151824725,0,ACTIVO
ES182403257X,59,59,0.0,0.0,0,ACTIVO
ES182385021K,45,45,14.54,47.37624260783418,0,ACTIVO
ES182213602Y,13,13,0.0,0.0,0,ACTIVO
ES182377051M,8,8,196.67374999999998,206.91556876710433,0,ACTIVO
ES182106649A,93,93,25.418064516129032,90.02692580626214,31,MODERADO
ES182417304U,40,40,0.0,0.0,0,ACTIVO
ES182129782T,41,41,357.9643902439024,818.2565679236824,0,ACTIVO
ES182267258N,14,14,0.0,0.0,31,MODERADO
ES182204720Q,6,6,0.0,0.0,31,MODERADO
ES182137118B,9,9,0.0,0.0,0,ACTIVO
ES182302836D,35,35,100.03428571428572,291.2855792283349,0,ACTIVO
ES182153984H,8,8,67.5,190.91883092036784,0,ACTIVO
ES182399361R,19,19,367.2715789473685,750.7261412071734,0,ACTIVO
ES182204517S,4,4,0.0,0.0,31,MODERADO
ES182194865E,16,16,263.13875,214.54539857957027,0,ACTIVO
ES182272250I,16,16,0.0,0.0,31,MODERADO
ES182271620B,12,12,74.30416666666667,211.22564029355962,31,MODERADO
ES182188214J,8,8,1238.0400000000002,1596.7209207175633,31,MODERADO
ES182311967Q,9,9,0.0,0.0,0,ACTIVO
ES182182087C,21,21,139.24095238095236,240.17805896677493,0,ACTIVO
ES182418153S,8,8,441.93874999999997,843.1597835936217,0,ACTIVO
ES182302278B,11,11,192.80545454545455,315.2634067367679,0,ACTIVO
ES182372757C,18,18,239.78055555555557,164.0789467970408,0,ACTIVO
ES182225490Q,15,15,83.16066666666667,150.22261131242465,0,ACTIVO
ES182441757E,10,10,247.209,576.7851182478812,0,ACTIVO
ES182315173Q,21,21,0.0,0.0,0,ACTIVO
ES182108863P,23,23,218.80347826086955,567.3831250863973,0,ACTIVO
ES182248840C,27,27,132.0,504.83798467352943,0,ACTIVO
ES182323082I,22,22,0.0,0.0,31,MODERADO
ES182329033N,27,27,489.49666666666667,718.0716985199908,31,MODERADO
ES182314020V,8,8,0.0,0.0,0,ACTIVO
ES182383817O,9,9,339.0,415.02590280607785,0,ACTIVO
ES182281384Q,10,10,336.40500000000003,475.90614988088197,0,ACTIVO
ES182223687K,5,5,0.0,0.0,0,ACTIVO
ES182379953B,3,3,0.0,0.0,31,MODERADO
ES182348927K,8,8,0.0,0.0,31,MODERADO
ES182196464R,15,15,205.92733333333337,402.40927441503896,0,ACTIVO
ES182447833N,27,27,0.0,0.0,62,MODERADO
ES182331766Z,9,9,1080.0,3240.0,31,MODERADO
ES182212521Z,12,12,372.4175,400.88216269361385,0,ACTIVO
ES182389586O,16,16,0.0,0.0,31,MODERADO
ES182244213O,11,11,0.0,0.0,0,ACTIVO
ES182374648F,11,11,0.0,0.0,31,MODERADO
ES182440052S,4,4,271.83250000000004,223.92693858712042,31,MODERADO
ES182364483S,10,10,297.0,768.4334714209161,0,ACTIVO
ES182208947B,79,79,36.91139240506329,249.53434529926696,31,MODERADO
ES182124008K,81,81,67.53333333333333,238.4118705098385,0,ACTIVO
ES182151762G,28,28,206.16428571428574,429.31428547660244,0,ACTIVO
ES182337245Y,19,19,0.0,0.0,0,ACTIVO
ES182104941Z,96,96,42.03104166666666,130.674059991618,0,ACTIVO
ES182380364D,36,36,312.5647222222222,473.94067616398763,0,ACTIVO
ES182378251F,20,20,31.05,95.67019829657124,0,ACTIVO
ES182416851B,101,95,0.0,0.0,31,MODERADO
ES182290176M,83,83,26.02409638554217,237.09080157773113,31,MODERADO
ES182387001J,30,30,355.32,637.6990915081695,0,ACTIVO
ES182333912Y,43,43,0.0,0.0,0,ACTIVO
ES182295426O,80,80,56.513999999999996,243.2593791684459,0,ACTIVO
ES182235471U,18,18,134.39999999999998,353.5533373522886,0,ACTIVO
ES182231174H,80,80,94.062625,261.8241234340516,0,ACTIVO
ES182125419K,33,33,131.77242424242422,317.9971144722691,31,MODERADO
ES182333457L,13,13,455.7569230769231,473.21716269919546,0,ACTIVO
ES182230501Q,29,29,275.7258620689655,433.21191607833913,31,MODERADO
ES182370496I,75,75,0.0,0.0,0,ACTIVO
ES182406729P,96,96,3.5780208333333334,35.05730132285808,0,ACTIVO
ES182227470H,91,91,29.076923076923077,156.31167090636086,0,ACTIVO
ES182172787J,90,90,0.0,0.0,62,MODERADO
ES182340233M,84,84,14.142857142857142,118.28403052008217,0,ACTIVO
ES182165542O,29,29,152.8496551724138,355.1821650373103,0,ACTIVO
ES182361771B,82,82,34.24390243902439,215.58496712150526,0,ACTIVO
ES182321900T,11,11,507.6,799.5100749834238,0,ACTIVO
ES182239150Z,9,9,0.0,0.0,31,MODERADO
ES182187370Z,94,94,54.114893617021266,237.32004159233247,0,ACTIVO
ES182350001Z,32,32,0.0,0.0,0,ACTIVO
ES182336170G,56,56,91.8,316.4921024434748,31,MODERADO
ES182229699X,93,93,0.0,0.0,93,POCO_ACTIVO
ES182373982M,18,18,37.335,158.3989900535985,31,MODERADO
ES182215940S,16,16,370.215625,597.9517997628097,0,ACTIVO
ES182443967E,77,77,69.30090909090909,137.31937010393554,0,ACTIVO
ES182229441P,23,23,439.6760869565217,593.5303986144658,0,ACTIVO
ES182399923B,96,96,59.920520833333335,337.7254944240017,0,ACTIVO
ES182297502T,72,72,30.0,200.39397815022596,0,ACTIVO
ES182322828R,83,83,52.032168674698795,190.61899429994486,0,ACTIVO
ES182152983N,84,84,42.23571428571429,242.4393446154232,0,ACTIVO
ES182397036A,33,33,147.9272727272727,474.6684074651004,31,MODERADO
ES182206261P,46,46,0.0,0.0,0,ACTIVO
ES182301393O,96,96,0.0,0.0,0,ACTIVO
ES182213250T,91,91,14.651758241758241,107.28807846782736,31,MODERADO
ES182399615U,31,31,400.12258064516135,645.9181881681701,0,ACTIVO
ES182189369X,5,5,820.184,640.9651185751062,0,ACTIVO
ES182171482C,96,96,0.0,0.0,0,ACTIVO
ES182292608B,9,9,0.0,0.0,31,MODERADO
ES182359656F,96,96,5.6812499999999995,55.664654404747715,0,ACTIVO
ES182245469V,74,74,59.624189189189195,349.56741743407,0,ACTIVO
ES182359313Q,88,88,21.404204545454544,174.644230396696,93,POCO_ACTIVO
ES182353017F,26,26,14.538461538461538,74.13189908223356,31,MODERADO
ES182374636I,95,95,46.609368421052636,222.0900850901308,31,MODERADO
ES182426375R,7,7,0.0,0.0,31,MODERADO
ES182221749E,96,96,19.40625,80.06649580192703,0,ACTIVO
ES182447595D,90,90,15.010444444444445,142.30141588840638,0,ACTIVO
ES182220250R,35,35,126.97714285714285,245.68995177532463,0,ACTIVO
ES182167250U,18,18,151.97,502.4242755586041,31,MODERADO
ES182115300Z,96,96,2.0890625,11.692465417220387,0,ACTIVO
ES182273423F,96,96,4.5,44.090815370097204,0,ACTIVO
ES182224712Y,77,77,0.0,0.0,31,MODERADO
ES182145641B,7,7,0.0,0.0,31,MODERADO
ES182335399B,87,87,31.03448275862069,238.0494109484983,0,ACTIVO
ES182247647E,32,32,301.21875,1001.1071527314147,31,MODERADO
ES182317817R,21,21,471.847619047619,379.18101864287416,0,ACTIVO
ES182383085J,78,78,0.0,0.0,31,MODERADO
ES182116824Q,12,12,0.0,0.0,0,ACTIVO
ES182253781P,86,86,25.11627906976744,232.91879011942697,62,MODERADO
ES182342766W,33,33,33.90909090909091,96.41168246002518,0,ACTIVO
ES182184857U,29,29,0.0,0.0,0,ACTIVO
ES182210890O,88,88,19.145454545454545,172.6834050217506,0,ACTIVO
ES182129542F,10,10,0.0,0.0,31,MODERADO
ES182271707P,89,89,31.853932584269664,231.85445819629047,0,ACTIVO
ES182410941Q,15,15,0.0,0.0,31,MODERADO
ES182233293Q,96,96,24.693749999999998,95.45939871291658,0,ACTIVO
ES182335491K,13,13,368.7453846153846,474.7059750978386,0,ACTIVO
ES182404222P,81,81,0.0,0.0,0,ACTIVO
ES182306382M,13,13,271.1646153846154,645.1505892634084,0,ACTIVO
ES182134902F,15,15,156.23999999999998,429.57993568468385,0,ACTIVO
ES182447875H,95,95,0.0,0.0,31,MODERADO
ES182393574Y,84,84,12.857142857142858,117.83766072743587,0,ACTIVO
ES182397407C,18,18,0.0,0.0,0,ACTIVO
ES182374899S,95,95,0.0,0.0,31,MODERADO
ES182111171A,95,95,0.0,0.0,31,MODERADO
ES182240361K,84,84,109.34357142857141,240.4796822649929,31,MODERADO
ES182217415Z,30,30,914.669,1628.5622244585707,0,ACTIVO
ES182100663M,24,24,246.375,552.3786360900426,0,ACTIVO
ES182445290R,87,87,33.4551724137931,149.99282677314991,0,ACTIVO
ES182354411C,96,96,46.13958333333333,131.5574391016428,0,ACTIVO
ES182176590P,11,11,245.45454545454547,778.935217285284,31,MODERADO
ES182441022Q,35,35,169.71428571428572,624.9775794297873,0,ACTIVO
ES182242991W,18,18,0.0,0.0,0,ACTIVO
ES182268048O,9,9,158.7211111111111,240.10904150221234,0,ACTIVO
ES182397032S,96,96,55.4625,159.7667782145357,0,ACTIVO
ES182278962I,42,42,0.0,0.0,31,MODERADO
ES182265824F,95,95,0.0,0.0,31,MODERADO
ES182305576F,39,39,260.3076923076923,1041.431154806898,0,ACTIVO
ES182192312D,21,21,300.85714285714283,476.47815120048114,31,MODERADO
ES182447173H,82,82,0.0,0.0,0,ACTIVO
ES182111558W,90,86,18.87633333333333,170.87192261483418,0,ACTIVO
ES182356898Z,74,74,68.37567567567568,285.81421296312226,0,ACTIVO
ES182185143Z,86,86,0.0,0.0,62,MODERADO
ES182199113Z,48,48,48.16020833333334,121.66111759308404,31,MODERADO
ES182448975D,46,46,31.695652173913043,151.27544701492445,0,ACTIVO
ES182420550C,29,26,0.0,0.0,0,ACTIVO
ES182107505Q,83,83,54.38530120481927,252.77921146163155,0,ACTIVO
ES182250029N,26,26,220.79346153846151,322.2808651216179,31,MODERADO
ES182282109H,12,12,183.50083333333336,314.64199411852,0,ACTIVO
ES182211497Q,20,20,410.02200000000005,960.2078342986069,31,MODERADO
ES182275573Y,84,84,12.857142857142858,92.82152103710646,0,ACTIVO
ES182400560P,17,17,0.0,0.0,62,MODERADO
ES182316982Y,18,18,786.526111111111,1485.3167235748224,0,ACTIVO
ES182280804U,37,37,10.216216216216216,62.14281720142505,0,ACTIVO
ES182423017V,20,20,581.2015,915.6219653804212,0,ACTIVO
ES182130703I,1,1,0.0,,0,ACTIVO
ES182289724M,96,96,27.28125,127.51649661081007,0,ACTIVO
ES182318887N,17,17,382.3829411764705,638.9318294990936,31,MODERADO
ES182355100R,96,96,49.725,139.55777750866446,0,ACTIVO
ES182167189Z,10,10,0.0,0.0,0,ACTIVO
ES182265290R,7,7,1150.7514285714285,422.93131611127956,0,ACTIVO
ES182373531N,78,78,0.0,0.0,31,MODERADO
ES182229014Z,15,15,229.84466666666668,691.549716164114,31,MODERADO
ES182269651M,23,23,0.0,0.0,31,MODERADO
ES182346981O,96,96,10.125,62.34357266496346,0,ACTIVO
ES182301110C,27,27,817.9940740740741,968.3396721838218,0,ACTIVO
ES182236687V,9,9,0.0,0.0,0,ACTIVO
ES182333126H,11,11,0.0,0.0,0,ACTIVO
